Title,,GMD,,,,Publisher,,,Type of book,Call #,?,Publishing city,Call #,?,?,?,Author,Category,Item
Princess Virgolia,olia,Text,,,,Tiga Serangkai,2010,,Princess Zodiak,813,,Solo,813,,,,<Ali Muakhir >,<Cerita Anak>,<T704397>
Prinsip Hidup Warga Kerajaan Allah,llah,Text,,,,Light Publishing,2009,,Buku Rohani,248,,Jakarta,248,,,,<Gilbert Lumoindong >,<Buku Rohani>,<T704454>
Profesi 1,si 1,Text,,,,Bhuana Ilmu Populer,,,Seri Mewarnai,153.3,,Jakarta,153.3,,,,<Tim Penulis>,<Aktivitas Anak>,<T703079>
Profesi 3,si 3,Text,,,,Bhuana Ilmu Populer,,,Seri Mewarnai,153.3,,Jakarta,153.3,,,,<Tim Penulis>,<Aktivitas Anak>,<T703080>
Protein Girls,irls,Text,,,,Citra Sastra Media,2005,,Komik Warna,741.3,,Jakarta,741.3,,,,<Tim Penulis>,<Komik Bergambar>,<T701725>
Protein Girls,irls,Text,,,,Citra Sastra Media,2005,,Komik Warna,741.3,,Jakarta,741.3,,,,<Tim Penulis>,<Komik Bergambar>,<T701726>
Protein Girls,irls,Text,,,,Citra Sastra Media,2005,,Komik Warna,741.3,,Jakarta,741.3,,,,<Tim Penulis>,<Komik Bergambar>,<T701727>
Protein Girls,irls,Text,,,,Citra Sastra Media,2005,,Komik Warna,741.3,,Jakarta,741.3,,,,<Tim Penulis>,<Komik Bergambar>,<T701728>
Protein Girls,irls,Text,,,,Citra Sastra Media,2005,,Komik Warna,741.3,,Jakarta,741.3,,,,<Tim Penulis>,<Komik Bergambar>,<T701729>
Psikotes untuk Anak usia 4-6 tahun,ahun,Text,,,,Talenta Media Utama,2009,,Aktivitas Anak,153.9,,Jakarta,153.9,,,,<L. Citoek>,<Aktivitas - Umum>,<T702563>
Puding Agar & Puding Panas,anas,Text,,,,Gramedia Pustaka Utama,2007,,Seri Quick Cooking,641.8,,Jakarta,641.8,,,,<Albertin Hoesni>,<Masak-kue>,<T700499>
Puding Buah,Buah,Text,,,,Gramedia Pustaka Utama,2007,,Produk Andalan Cake Shop,641.8,,Jakarta,641.8,,,,<Sufi S. Y>,<Masak-kue>,<T700496>
Puding Lapis,apis,Text,,,,Gramedia Pustaka Utama,2008,,Produk Andalan Cake Shop,641.8,,Jakarta,641.8,,,,<Sufi SY>,<Masak-kue>,<T702195>
Puding Mentega,tega,Text,,,,Gramedia Pustaka Utama,2009,,Resep Masakan,641.8,,Jakarta,641.8,,,,<Ferdian Kusuma >,<Masak-kue>,<T703836>
Puding Susu Kedelai,elai,Text,,,,Gramedia Pustaka Utama,2006,,Buku Masakan,641.8,,Jakarta,641.8,,,,<Nursaadah >,<Masak-kue>,<T703175>
Puding yang Jujur,ujur,Text,,,,Syaamil Kids,2007,,Hikmah Kejujuran,813,,Jakarta,813,,,,<Ali Muakhir >,<Cerita Anak>,<T703617>
Pujian untuk Macan Kecil,ecil,Text,,,,Elex Media Komputindo,2009,,Seri Cerita Mandarin,895.1,,Jakarta,895.1,,,,<Venny Effendy>,<Cerita Anak>,<T702546>
Pujian Untuk Macan Kecil,ecil,Text,,,,Elex Media Komputindo,2009,,Seri Cerita Mandarin,895.1,,Jakarta,895.1,,,,<Venny Effendy >,<Cerita Anak>,<T703654>
Pulau Harta Karun,arun,Text,,,,Elex Media Komputindo,1993,,Buku Dongeng Anak Bergambar,823,,Jakarta,823,,,,<Team elex>,<Cerita Anak>,<T700011>
Pulau Harta Karun,arun,Text,,,,Elex Media Komputindo,1993,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701834>
Pulau Hitam,itam,Text,,,,Gramedia Pustaka Utama,2008,,Petualangan Tintin,823,,Jakarta,823,,,,<Herge>,<Komik Bergambar>,<T701374>
Punch,unch,Text,,,,Gramedia Pustaka Utama,2009,,Minuman Favorit Ala CafÌ©,641.8,,Jakarta,641.8,,,,<Indriani >,<Masak-kue>,<T703501>
Punctuation & Sentences (Tanda Baca & Kalimat),mat),Text,,,,Tiga Serangkai,2010,,Grammar Ray,422,,Solo,422,,,,<Andrew Carter >,<Aktivitas Anak>,<T704444>
Punctuation & Sentences (Tanda Baca & Kalimat),mat),Text,,,,Tiga Serangkai,2010,,Grammar Ray,422,,Solo,422,,,,<Andrew Carter >,<Aktivitas Anak>,<T704445>
Puppy Love! (Cinta Anjing!),ng!),Text,,,,Erlangga,2004,,The Adventure of Lola and Woufi,823,,Jakarta,823,,,,<Edith Soonckindt>,<Cerita Anak>,<T701908>
Purbasari yang baik Hati - c3,#VALUE!,Text,,,,Serambi Ilmu Semesta,2009,,Little Serambi -The Best Cerita Rakyat,813,,Jakarta,813,,,,<Ali Muakhir>,<Cerita Anak>,<T702723>
Purbasari Yang Baik Hati (Kisah Lutung Kasarung),ung),Text,,,,Serambi Ilmu Semesta,,,Little Serambi - The Best Cerita Rakyat,398.2,,,398.2,,,,<Ali Muakhir>,<Cerita Anak>,<T700053>
Purbasari Yang Baik Hati (Kisah Lutung Kasarung) - c2,#VALUE!,Text,,,,Serambi Ilmu Semesta,2008,,Little Serambi,398.2,,Jakarta,398.2,,,,<Ali Muakhir>,<Cerita Anak>,<T701348>
Puss in the Boots,oots,Text,,,,Pelangi Sdn. Bhd.,,,Pelangi's Little Book Series,823,,Malaysia,823,,,,<Nuora Edibimbi>,<Cerita Anak>,<T701952>
Puteri & Kacang Polong,long,Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700319>
Putri Aurora,rora,Text,,,,Gramedia Pustaka Utama,2007,,Seri Pustaka Kecil,813,,Jakarta,813,,,,<Listiana>,<Cerita Anak>,<T700466>
Putri Duyung,yung,Text,,,,Elex Media Komputindo,1991,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701825>
Putri Duyung,yung,Text,,,,Gramedia Pustaka Utama,1992,,Seri Bacaan Favorit,823,,Jakarta,823,,,,<Michael Teitelbaum>,<Cerita Anak>,<T704113>
Putri Duyung,yung,Text,,,,Bhuana Ilmu Populer,2010,,Dongeng Animasi,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T704672>
Putri Duyung - c1,#VALUE!,Text,,,,pustaka dafa,,,dongeng dua bahasa,823,,Jakarta,823,,,,<>,<Cerita Anak>,<T704833>
Putri Jangkung Menjadi Model,odel,Text,,,,PT. Gramedia Pustaka Utama,,,Edutivity,823,,Jakarta,823,,,,<Lee Mi Ae>,<Cerita Anak>,<T704749>
Putri Nendrasari,sari,Text,,,,Buana Baru Cempaka,2000,,Kisah-kisah Klasik,813,,Jakarta,813,,,,<Robyn Bryant>,<Cerita Anak>,<T701997>
Putri Ozma Ozu, Ozu,Text,,,,Elex Media Komputindo,1992,,Buku Dongeng Anak-Anak Bergambar,895.6,,Jakarta,895.6,,,,<Shogo Hirata>,<Cerita Anak>,<T701829>
Putri Rusa,Rusa,Text,,,,Elex Media Komputindo,1998,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701858>
Putri Salju,alju,Text,,,,Bhuana Ilmu Populer,2011,,Dongeng Animasi,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T704679>
Putri Salju & Tujuh Orang Kerdil,rdil,Text,,,,Gramedia Pustaka Utama,,,Seri Pustaka Kecil,823,,,823,,,,<Listiana>,<Cerita Anak>,<T700061>
Putri salju dan Tujuh kurcaci,caci,Text,,,,pustaka dafa,,,dongeng dua bahasa,,,Jakarta,,,,,<>,<Cerita Anak>,<T704832>
Putri Shirayuki,yuki,Text,,,,Elex Medie Komputindo,1991,,Buku Dongeng Anak-Anak Bergambar,895.6,,Jakarta,895.6,,,,<Shogo Hirata>,<Cerita Anak>,<T701815>
Putri Shirayuki - c2,#VALUE!,Text,,,,Elex Media Komputindo,1991,,Buku Dongeng Anak-Anak Bergambar,895.6,,Jakarta,895.6,,,,<Shogo Hirata>,<Cerita Anak>,<T701816>
Putri Tidur,idur,Text,,,,Penerbitan Pelangi Indonesia,2006,,Cerita Dongeng,823,,Jakarta,823,,,,<Tim Penulis    >,<Cerita Anak>,<T703264>
Putri Tidur,idur,Text,,,,PT. Buana Ilmu Populer,2013,,Grimm's Fairy Tales,,,Jakarta,,,,,<Maria Susanto>,<Cerita Anak>,<T704905>
Puzzle Sticker 10,r 10,Text,,,,Penerbitan Sarana Bobo,2009,,Buku Aktivitas,153.3,,Jakarta,153.3,,,,<Ciptanti Putri>,<Aktivitas Anak>,<T702487>
Puzzle Sticker 11,r 11,Text,,,,Penerbitan Sarana Bobo,2009,,Buku Aktivitas,153.3,,Jakarta,153.3,,,,<Ciptanti Putri>,<Aktivitas Anak>,<T702488>
Puzzle Sticker 9,er 9,Text,,,,Penerbitan Sarana Bobo,2009,,Buku Aktivitas,153.3,,Jakarta,153.3,,,,<Ciptanti Putri>,<Aktivitas Anak>,<T702486>
Puzzle Sticker Book,Book,Text,,,,Quality Press,,,"Fun To Colour, Fun To Learn",153.3,,,153.3,,,,<->,<Aktivitas Anak>,<T700339>
Pythagoras Bapak Matematika,tika,Text,,,,Elex Media Komputindo,2006,,Seri Tokoh Dunia,925,,Jakarta,925,,,,<Pang Kim Xiong>,<Pengetahuan Anak>,<T700385>
Pythagoras Bapak Matematika,tika,Text,,,,Elex Media Komputindo,2009,,Seri Tokoh Dunia,925,,Jakarta,925,,,,<Pang Kin Xiong>,<Pengetahuan Anak>,<T702838>
Questions (1001 Kenapa),apa),Text,,,,Gramedia Pustaka Utama,2010,,Lihat Sekelilingmu,121,,Jakarta,121,,,,<Anna Casalis >,<Pengetahuan Anak>,<T704230>
Quo Vadis 1,is 1,Text,,,,Cipta Olah Pustaka,2001,,Fokus Pada Keluarga,823,,Bandung,823,,,,<Henryk Sienkiewicz>,<Buku Rohani>,<T703841>
Quo Vadis 2,is 2,Text,,,,Cipta Olah Pustaka,2001,,Fokus Pada Keluarga,823,,Bandung,823,,,,<Henryk Sienkiewicz>,<Buku Rohani>,<T703842>
Quo Vadis 3,is 3,Text,,,,Cipta Olah Pustaka,2001,,Fokus Pada Keluarga,823,,Bandung,823,,,,<Henryk Sienkiewicz>,<Buku Rohani>,<T703843>
R Otto Iskandardinata,nata,Text,,,,Bee Media,2010,,Seri Pahlawan Nasional,923,,Jakarta,923,,,,<Frida Firdiani >,<Pengetahuan Anak>,<T704125>
Rabbit Tersesat,esat,Text,,,,Elex Media Komputindo,1998,,Seri Bacaan Anak Walt Disney,823,,Jakarta,823,,,,<Isabel Gaines>,<Cerita Anak>,<T701804>
Rabies! Vaksinasi Peliharaan Kita Yuk!,Yuk!,Text,,,,Elex Media Kumputindo,2008,,Seri Aku Mau Sehat,616.9,,Jakarta,616.9,,,,<Riska-Ruby>,<Cerita Anak>,<T701440>
Ragam & Khasiat Tanaman Obat,Obat,Text,,,,Argomedia Pustaka,2008,,Tanaman Obat,615.3,,Jakarta,615.3,,,,<Hieronymus Budi Santoso>,<Umum>,<T700617>
Ragam Bunga Pita,Pita,Text,,,,Tiara Aksa,2008,,Kreasi,153.3,,Surabaya,153.3,,,,<Kurnia Sulistyowati >,<Aktivitas - Umum>,<T700631>
Rahasia Alam Semesta,esta,Text,,,,Tiga Serangkai,2008,,Jagat Raya,523.1,,Solo,523.1,,,,<Peter Grego>,<Pengetahuan Anak>,<T700449>
Rahasia Anjing,jing,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,636.9,,Jakarta,636.9,,,,<Belinda Jasmin >,<Pengetahuan Anak>,<T703538>
Rahasia Anjing Laut,Laut,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,599,,Jakarta,599,,,,<Wong Comic >,<Pengetahuan Anak>,<T703546>
Rahasia Ariel,riel,Text,,,,Gramedia Pustaka Utama,2006,,Disney Princess,823,,Jakarta,823,,,,<Melissa Lagonegro>,<Cerita Anak>,<T701884>
Rahasia Belle,elle,Text,,,,Gramedia Pustaka Utama,2006,,Disney Princess,823,,Jakarta,823,,,,<Andrea Posner-Sanchez>,<Cerita Anak>,<T701883>
Rahasia Belle - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2008,,Disney Princess,823,,Jakarta,823,,,,<Andrea Posner-Sanchez>,<Cerita Anak>,<T702479>
Rahasia Binatang,tang,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,591.09,,Jakarta,591.09,,,,<Hiroshi Hori>,<Pengetahuan Anak>,<T700031>
Rahasia Bioma,ioma,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,574.909,,Jakarta,574.909,,,,<Dwiyani Christy >,<Pengetahuan Anak>,<T703544>
Rahasia Buaya,uaya,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,579.9,,Jakarta,579.9,,,,<Wong Comic >,<Pengetahuan Anak>,<T703554>
Rahasia Bumi,Bumi,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,550.9,,Jakarta,550.9,,,,<Tokiko Chiba>,<Pengetahuan Anak>,<T700029>
Rahasia Bumi - c2,#VALUE!,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,550.9,,Jakarta,550.9,,,,<Tokiko Chiba >,<Pengetahuan Anak>,<T704102>
Rahasia Burung,rung,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,598.2,,Jakarta,598.2,,,,<Kazunori Fujimoto>,<Pengetahuan Anak>,<T700033>
Rahasia Burung - c2,#VALUE!,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,598.2,,Jakarta,598.2,,,,<Kazunori Fujimoto>,<Pengetahuan Anak>,<T701267>
Rahasia Burung - c3,#VALUE!,Text,,,,PT. Elex Media Komputindo,-,,Pengetahuan,,,Jakarta,,,,,<Kazunori Fujimoto>,<Pengetahuan Dewasa>,<T704890>
Rahasia Cinderella,ella,Text,,,,Gramedia Pustaka Utama,2006,,Disney Princess,823,,Jakarta,823,,,,<Alexis Barad>,<Cerita Anak>,<T701882>
Rahasia Cinderella - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2008,,Disney Princess,823,,Jakarta,823,,,,<Alexis Barad>,<Cerita Anak>,<T702200>
Rahasia Cinderella - c3,#VALUE!,Text,,,,Gramedia Pustaka Utama,2008,,Disney Princess,823,,Jakarta,823,,,,<Alexis Barad>,<Cerita Anak>,<T702477>
Rahasia Cokelat,elat,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,582,,Jakarta,582,,,,<Cornerstone >,<Pengetahuan Anak>,<T703551>
Rahasia Di Pulau Kirrin - c1,#VALUE!,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Lima sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T704777>
Rahasia Di Pulau Kirrin - c2,#VALUE!,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Lima sekawan,,,Jakarta,,,,,<Enid Blyton>,<Novel / Fiksi>,<T704783>
Rahasia Dinosaurus,urus,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,567,,Jakarta,567,,,,<Yukimitsu Tomita>,<Pengetahuan Anak>,<T700032>
Rahasia Dinosaurus - c2,#VALUE!,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,567,,Jakarta,567,,,,<Yukimitsu Tomita>,<Pengetahuan Anak>,<T702228>
Rahasia Fenomena Alam ?,am ?,Text,,,,Elex Media Kumputindo,2008,,Rahasia Alam,523.1,,Jakarta,523.1,,,,<Dwiyani Christy>,<Pengetahuan Anak>,<T701404>
Rahasia Gajah,ajah,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,599,,Jakarta,599,,,,<Hiroshi Hori>,<Pengetahuan Anak>,<T700026>
Rahasia Gajah - c2,#VALUE!,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,599,,Jakarta,599,,,,<Hiroshi Hori>,<Pengetahuan Anak>,<T701270>
Rahasia Gorila,rila,Text,,,,Elex Media Komputindo,,,Rahasia Alam,599,,Jakarta,599,,,,<Azure>,<Pengetahuan Anak>,<T702845>
Rahasia Gorila ?,la ?,Text,,,,Elex Media Kumputindo,2008,,Rahasia Alam,599,,Jakarta,599,,,,<Azure>,<Pengetahuan Anak>,<T701405>
Rahasia Hamster,ster,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,599,,Jakarta,599,,,,<Cornerstone >,<Pengetahuan Anak>,<T703543>
Rahasia Harta Karun,arun,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700023>
Rahasia Harta Karun - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700914>
Rahasia Harta Karun - c3,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700915>
Rahasia Hewan Sedunia,unia,Text,,,,Quality Press,1997,,Pengetahuan Anak,590,,Jakarta,590,,,,<Angela Sayer Rixon >,<Pengetahuan Anak>,<T704598>
Rahasia Hidup Berkelimpahan,ahan,Text,,,,ANDI,2008,,Buku Rohani,248,,Yogyakarta,248,,,,<J E Awondatu>,<Buku Rohani>,<T702853>
Rahasia Ikan Paus,Paus,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,599,,Jakarta,599,,,,<Seiji Osumi>,<Pengetahuan Anak>,<T700027>
Rahasia Ikan Paus - c2,#VALUE!,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,599,,Jakarta,599,,,,<Seiji Osumi>,<Pengetahuan Anak>,<T701268>
Rahasia  Ikan Paus - c2,#VALUE!,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,567,,Jakarta,567,,,,<Seiji Osumi>,<Pengetahuan Anak>,<T702229>
Rahasia Internet,rnet,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,384.3,,Jakarta,384.3,,,,<Wong Comic >,<Pengetahuan Anak>,<T703552>
Rahasia Jamur,amur,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,598,,Jakarta,598,,,,<Cornerstone >,<Pengetahuan Anak>,<T703550>
Rahasia Kaktus,ktus,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,582,,Jakarta,582,,,,<Corner Stone >,<Pengetahuan Anak>,<T703547>
Rahasia Kamera,mera,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,771.3,,Jakarta,771.3,,,,<Valkyrie Team >,<Pengetahuan Anak>,<T703540>
Rahasia Kelinci,inci,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,639.9,,Jakarta,639.9,,,,<C Ika Angelina K >,<Pengetahuan Anak>,<T703537>
Rahasia Laut?,aut?,Text,,,,Elex Media Kumputindo,2008,,Rahasia Alam,574.92,,Jakarta,574.92,,,,<Dwiyani Christy>,<Pengetahuan Anak>,<T701407>
Rahasia Lemari Rahasia,asia,Text,,,,Pustaka Bobo,,,Kumpulan Cerpen Bobo,813,,Jakarta,813,,,,<Tim Penulis >,<Cerita Anak>,<T703181>
Rahasia Lintah,ntah,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,595,,Jakarta,595,,,,<Alvina W S >,<Pengetahuan Anak>,<T703549>
Rahasia Logam  Ajaib - c4,#VALUE!,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Lima sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T704774>
Rahasia Logam Ajaib,jaib,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,813,,Jakarta,813,,,,<Enid Blyton>,<Novel / Fiksi>,<T700577>
Rahasia Logam Ajaib - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700908>
Rahasia Logam Ajaib - c3,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700909>
Rahasia Lumba-lumba,umba,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,599,,Jakarta,599,,,,<Corner Stone >,<Pengetahuan Anak>,<T703548>
Rahasia Mimin,imin,Text,,,,Tira Pustaka,1999,,Ira & Ari,813,,Jakarta,813,,,,<R Sumadia >,<Cerita Anak>,<T704531>
Rahasia Mineral,eral,Text,,,,Elex media Komputindo,2009,,Rahasia Alam,666,,Jakarta,666,,,,<Wong Comic >,<Pengetahuan Anak>,<T703539>
Rahasia Musim?,sim?,Text,,,,Elex Media Kumputindo,2008,,Rahasia Alam,525,,Jakarta,525,,,,<Dwiyani Christy>,<Pengetahuan Anak>,<T701406>
Rahasia Otak Cemerlang,lang,Text,,,,Gramedia Pustaka Utama,2007,,Rahasia Otak,153,,Jakarta,153,,,,<Eric jensen>,<Umum>,<T700607>
Rahasia Panda,anda,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,599,,Jakarta,599,,,,<Wong Comic>,<Pengetahuan Anak>,<T703553>
Rahasia Penggilingan Tua, Tua,Text,,,,Gramedia Pustaka Utama,2010,,The Hardy Boys,823,,Jakarta,823,,,,<Franklin W Dixon >,<Novel / Fiksi>,<T704183>
Rahasia Penghuni Air, Air,Text,,,,Argo Media,2007,,The Animal Magic,597,,Jakarta,597,,,,<Mitha Yuniarti>,<Pengetahuan Anak>,<T700424>
Rahasia Penghuni Angkasa,kasa,Text,,,,Argo Media,2007,,The Animal Magic,598,,Jakarta,598,,,,<Nurul Ihsan>,<Pengetahuan Anak>,<T700420>
Rahasia Penghuni Kutub,utub,Text,,,,Argo Media,2007,,The Animal Magic,596,,Jakarta,596,,,,<Mitha Yuniarti>,<Pengetahuan Anak>,<T700422>
Rahasia Penghuni Rimba,imba,Text,,,,Argo Media,2007,,The Animal Magic,599,,Jakarta,599,,,,<Nurul Ihsan>,<Pengetahuan Anak>,<T700423>
Rahasia Pesawat Antariksa,iksa,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,629.12,,Jakarta,629.12,,,,<Wong Comic >,<Pengetahuan Anak>,<T703541>
Rahasia Pesawat Antariksa,iksa,Text,,,,Elex Media Komputindo,2010,,Rahasia Alam,629.12,,Jakarta,629.12,,,,<Wong Comic >,<Pengetahuan Anak>,<T703542>
Rahasia Pilihan Terbaik,baik,Text,,,,Yayasan Kalam Hidup,1993,,Kumpulan Cerpen Anak,823,,Bandung,823,,,,<Lois Walfrid Johnson>,<Cerita Anak>,<T702039>
Rahasia Putri ( The Princess's Secret ),et ),Text,,,,Erlanggan Four Kids,2008,,Read a Story,,,Jakarta,,,,,<Hilary Robinson>,<Cerita Anak>,<T704987>
Rahasia Putri Salju,alju,Text,,,,Gramedia Pustaka Utama,2009,,Disney Princess,823,,Jakarta,823,,,,<Melissa Lagonegro>,<Cerita Anak>,<T702478>
Rahasia Raksasa Purba,urba,Text,,,,Argo Media,2007,,The Animal Magic,567,,Jakarta,567,,,,<Nurul Ihsan>,<Pengetahuan Anak>,<T700421>
Rahasia Rumah Kosong,song,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Secret Seven,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T704779>
Rahasia Semut,emut,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,591,,Jakarta,591,,,,<Hiroshi Hori>,<Pengetahuan Anak>,<T700028>
Rahasia Semut - c2,#VALUE!,Text,,,,Elex Media Komputindo,1996,,Rahasia Alam,595.7,,Jakarta,595.7,,,,<Hiroshi Hori>,<Pengetahuan Anak>,<T702227>
Rahasia Serangga,ngga,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,595.7,,Jakarta,595.7,,,,<Magoshichi Suda>,<Pengetahuan Anak>,<T700030>
Rahasia Serangga - c2,#VALUE!,Text,,,,Elex Media Komputindo,1995,,Rahasia Alam,595.7,,Jakarta,595.7,,,,<Mogashichi Suda>,<Pengetahuan Anak>,<T701269>
Rahasia Tata Surya,urya,Text,,,,Tiga Serangkai,2008,,Jagat Raya,523.2,,Solo,523.2,,,,<Peter Grego>,<Pengetahuan Anak>,<T700450>
Rahasia Telekomunikasi,kasi,Text,,,,Elex Media Komputindo,2009,,Rahasia Alam,384,,Jakarta,384,,,,<Wong Comic >,<Pengetahuan Anak>,<T703545>
Rahasia Tetap Muda Hingga Lansia,nsia,Text,,,,Gramedia Pustaka Utama,2010,,Kiat mencegah Proses Penuaan Lebih Cepat,640,,Jakarta,640,,,,<Lenny Jusup >,<Umum>,<T703803>
Rahasia Unicorn,corn,Text,,,,Gramedia Pustaka Utama,2008,,Petualangan Tintin,823,,Jakarta,823,,,,<Herge>,<Komik Bergambar>,<T701378>
Raising Kids to Love Jesus 2,us 2,Text,,,,Gloria Graffa,2005,,Buku Rohani,248,,Yogyakarta,248,,,,<H. Norman Wright>< Gary J. Oliver>,<Buku Rohani>,<T702859>
Raja Benar - c1,#VALUE!,Text,,,,Armandelta Selaras,2008,,Dongeng Rakyat Nusantara,398,,,398,,,,<Anna Martina>,<Cerita Anak>,<T702969>
Raja Benar - c2,#VALUE!,Text,,,,Armandelta Selaras,2008,,Dongeng Rakyat Nusantara,398,,,398,,,,<Anna Martina>,<Cerita Anak>,<T702970>
Raja Berjanggut Burung,rung,Text,,,,Bhuana Ilmu Populer,2009,,Dongeng Animasi,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T703767>
Raja Berjanggut Burung,rung,Text,,,,Bhuana Ilmu Populer,2009,,Dongeng Animasi,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T704173>
Raja Hutan Sejati,jati,Text,,,,Kanisius,2006,,Kancil,398.5,,Yogyakarta,398.5,,,,<Eddy Supangkat >,<Cerita Anak>,<T704412>
Raja Kodok,odok,Text,,,,Elex Media Komputindo,1991,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701814>
Raja Laut Sakit Perut (The King of The Sea in Stomachache),che),Text,,,,Bestari Kids,2009,,Seri Binatang Bawah Laut,398.5,,Jakarta,398.5,,,,<Koko Nata>< Heru Sutrisno >,<Pengetahuan Anak>,<T703418>
Raja Midas,idas,Text,,,,Elex Media Komputindo,1995,,Buku Dongeng Anak Bergambar,823,,Jakarta,823,,,,<Team elex>,<Cerita Anak>,<T700010>
Raja Tebakan (The King of Jokes),kes),Text,,,,Gramedia Pustaka Utama,2003,,Daffy Duck,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T703236>
Raja Tidur - c2,#VALUE!,Text,,,,Little Serambi,2009,,The Best Cerita Rakyat,398,,Jakarta,398,,,,<Ali Muakhir>,<Cerita Anak>,<T702157>
Raja yang Bodoh,odoh,Text,,,,Elex Media Komputindo,1992,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701831>
Rajin,ajin,Text,,,,Karisma Publishing Group,2008,,Seri Budi Pekerti,153.8,,Tangerang,153.8,,,,<Zayiah Abdullah/Jufaniza Kamin>,<Cerita Anak>,<T701691>
Rajutan Untuk Pemula,mula,Text,,,,Wisma Hijau,2011,,Kreatifitas,,,Jakarta,,,,,<Tatha Pang>,<Aktivitas - Umum>,<T704755>
Raksasa,sasa,Text,,,,Gramedia Pustaka Utama,2006,,Kisah-kisah di Hutan,823,,Jakarta,823,,,,<Tony Wolf>,<Cerita Anak>,<T702167>
